Scope;Construction Element Type;ID;Construction Element Family;ConstructionElementPart;BOQCategory;BOQ;BOQDescription;Quantity;Unit;UnitPrice;TotalCost;Length;Thickness;Height;X;Y;Z;Scope_ElementType_BOQ
PRS_L0_STR;Protection Layer;46744;ProtectionWork;DOW;Protection Layers;Polysterine Insulation(DOW)6cm;Polysterine Insulation, DOW 6cm;2.231;m2;7;15.617;0.525;0.05;4.25;4.787;28.975;2.375;PRS_L0_STR_ProtectionLayer_PolysterineInsulation(DOW)6cm
PRS_L0_STR;Protection Layer;46753;ProtectionWork;DOW;Protection Layers;Polysterine Insulation(DOW)6cm;Polysterine Insulation, DOW 6cm;2.231;m2;7;15.617;0.525;0.05;4.25;4.525;28.713;2.375;PRS_L0_STR_ProtectionLayer_PolysterineInsulation(DOW)6cm
PRS_L0_STR;Protection Layer;46825;ProtectionWork;DOW;Protection Layers;Polysterine Insulation(DOW)6cm;Polysterine Insulation, DOW 6cm;2.231;m2;7;15.617;0.525;0.05;4.25;45.475;28.713;2.375;PRS_L0_STR_ProtectionLayer_PolysterineInsulation(DOW)6cm
PRS_L0_STR;Protection Layer;46834;ProtectionWork;DOW;Protection Layers;Polysterine Insulation(DOW)6cm;Polysterine Insulation, DOW 6cm;2.231;m2;7;15.617;0.525;0.05;4.25;45.213;28.975;2.375;PRS_L0_STR_ProtectionLayer_PolysterineInsulation(DOW)6cm
PRS_L0_STR;Protection Layer;46870;ProtectionWork;DOW;Protection Layers;Polysterine Insulation(DOW)6cm;Polysterine Insulation, DOW 6cm;2.55;m2;7;17.85;0.6;0.05;4.25;41.975;9.415;2.375;PRS_L0_STR_ProtectionLayer_PolysterineInsulation(DOW)6cm
PRS_L0_STR;Protection Layer;46879;ProtectionWork;DOW;Protection Layers;Polysterine Insulation(DOW)6cm;Polysterine Insulation, DOW 6cm;2.55;m2;7;17.85;0.6;0.05;4.25;41.975;4.225;2.375;PRS_L0_STR_ProtectionLayer_PolysterineInsulation(DOW)6cm
PRS_L0_STR;Protection Layer;46924;ProtectionWork;DOW;Protection Layers;Polysterine Insulation(DOW)6cm;Polysterine Insulation, DOW 6cm;2.55;m2;7;17.85;0.6;0.05;4.25;8.025;4.225;2.375;PRS_L0_STR_ProtectionLayer_PolysterineInsulation(DOW)6cm
PRS_L0_STR;Protection Layer;46933;ProtectionWork;DOW;Protection Layers;Polysterine Insulation(DOW)6cm;Polysterine Insulation, DOW 6cm;2.55;m2;7;17.85;0.6;0.05;4.25;8.025;9.415;2.375;PRS_L0_STR_ProtectionLayer_PolysterineInsulation(DOW)6cm
PRS_L0_STR;Protection Layer;46690;ProtectionWork;DOW;Protection Layers;Polysterine Insulation(DOW)6cm;Polysterine Insulation, DOW 6cm;3.506;m2;7;24.542;0.825;0.05;4.25;4.525;22.437;2.375;PRS_L0_STR_ProtectionLayer_PolysterineInsulation(DOW)6cm
PRS_L0_STR;Protection Layer;46780;ProtectionWork;DOW;Protection Layers;Polysterine Insulation(DOW)6cm;Polysterine Insulation, DOW 6cm;3.506;m2;7;24.542;0.825;0.05;4.25;17.025;35.063;2.375;PRS_L0_STR_ProtectionLayer_PolysterineInsulation(DOW)6cm
PRS_L0_STR;Protection Layer;46798;ProtectionWork;DOW;Protection Layers;Polysterine Insulation(DOW)6cm;Polysterine Insulation, DOW 6cm;3.506;m2;7;24.542;0.825;0.05;4.25;32.975;35.063;2.375;PRS_L0_STR_ProtectionLayer_PolysterineInsulation(DOW)6cm
PRS_L0_STR;Protection Layer;46852;ProtectionWork;DOW;Protection Layers;Polysterine Insulation(DOW)6cm;Polysterine Insulation, DOW 6cm;3.506;m2;7;24.542;0.825;0.05;4.25;45.475;22.437;2.375;PRS_L0_STR_ProtectionLayer_PolysterineInsulation(DOW)6cm
PRS_L0_STR;Protection Layer;46897;ProtectionWork;DOW;Protection Layers;Polysterine Insulation(DOW)6cm;Polysterine Insulation, DOW 6cm;6.269;m2;7;43.883;1.475;0.05;4.25;41.975;0.862;2.375;PRS_L0_STR_ProtectionLayer_PolysterineInsulation(DOW)6cm
PRS_L0_STR;Protection Layer;46906;ProtectionWork;DOW;Protection Layers;Polysterine Insulation(DOW)6cm;Polysterine Insulation, DOW 6cm;6.269;m2;7;43.883;1.475;0.05;4.25;8.025;0.862;2.375;PRS_L0_STR_ProtectionLayer_PolysterineInsulation(DOW)6cm
PRS_L0_STR;Protection Layer;46888;ProtectionWork;DOW;Protection Layers;Polysterine Insulation(DOW)6cm;Polysterine Insulation, DOW 6cm;9.881;m2;7;69.167;2.325;0.05;4.25;40.813;0.125;2.375;PRS_L0_STR_ProtectionLayer_PolysterineInsulation(DOW)6cm
PRS_L0_STR;Protection Layer;46915;ProtectionWork;DOW;Protection Layers;Polysterine Insulation(DOW)6cm;Polysterine Insulation, DOW 6cm;9.881;m2;7;69.167;2.325;0.05;4.25;9.187;0.125;2.375;PRS_L0_STR_ProtectionLayer_PolysterineInsulation(DOW)6cm
PRS_L0_STR;Protection Layer;46789;ProtectionWork;DOW;Protection Layers;Polysterine Insulation(DOW)6cm;Polysterine Insulation, DOW 6cm;17;m2;7;119;4;0.05;4.25;25.3;35.475;2.375;PRS_L0_STR_ProtectionLayer_PolysterineInsulation(DOW)6cm
PRS_L0_STR;Protection Layer;47324;ProtectionWork;DOW;Protection Layers;Polysterine Insulation(DOW)6cm;Polysterine Insulation, DOW 6cm;17;m2;7;119;4;0.05;4.25;25;4.025;2.375;PRS_L0_STR_ProtectionLayer_PolysterineInsulation(DOW)6cm
PRS_L2_STR;Protection Layer;48593;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;2.665;m2;4;10.66;1.3;0.03;2.05;14.657;19.194;7.975;PRS_L2_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L2_STR;Protection Layer;48602;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;2.665;m2;4;10.66;1.3;0.03;2.05;35.343;19.194;7.975;PRS_L2_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L2_STR;Protection Layer;48620;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;2.665;m2;4;10.66;1.3;0.03;2.05;35.343;22.365;7.975;PRS_L2_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L2_STR;Protection Layer;48638;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;2.665;m2;4;10.66;1.3;0.03;2.05;14.657;22.365;7.975;PRS_L2_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L2_STR;Protection Layer;48629;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;3.075;m2;4;12.3;1.5;0.03;2.05;23.539;22.365;7.975;PRS_L2_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L2_STR;Protection Layer;48611;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;3.28;m2;4;13.12;1.6;0.03;2.05;37.185;15.68;7.975;PRS_L2_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L2_STR;Protection Layer;48584;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;4.1;m2;4;16.4;2;0.03;2.05;12.815;15.88;7.975;PRS_L2_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L1_STR;Protection Layer;49949;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;0.276;m2;4;1.104;0.065;0.03;4.25;17.466;22.017;6.875;PRS_L1_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L1_STR;Protection Layer;49151;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;0.492;m2;4;1.968;0.125;0.03;4.25;7.984;22.303;6.875;PRS_L1_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L1_STR;Protection Layer;49340;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;0.492;m2;4;1.968;0.125;0.03;4.25;42.013;22.303;6.875;PRS_L1_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L1_STR;Protection Layer;49304;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;0.582;m2;4;2.328;0.155;0.03;4.25;25.515;22.288;6.875;PRS_L1_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L1_STR;Protection Layer;49921;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;0.582;m2;4;2.328;0.155;0.03;4.25;32.535;22.288;6.875;PRS_L1_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L1_STR;Protection Layer;49196;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;0.596;m2;4;2.384;0.155;0.03;4.25;16.327;19.271;6.875;PRS_L1_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L1_STR;Protection Layer;49178;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;0.861;m2;4;3.444;0.225;0.03;4.25;17.465;22.253;6.875;PRS_L1_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L1_STR;Protection Layer;49277;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;0.862;m2;4;3.448;0.225;0.03;4.25;22.269;22.253;6.875;PRS_L1_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L1_STR;Protection Layer;49358;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;1.382;m2;4;5.528;0.35;0.03;4.25;37.185;14.705;6.875;PRS_L1_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L1_STR;Protection Layer;49232;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;1.446;m2;4;5.784;0.365;0.03;4.25;12.815;14.697;6.875;PRS_L1_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L1_STR;Protection Layer;49187;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;1.46;m2;4;5.84;0.344;0.03;4.25;17.293;21.985;6.875;PRS_L1_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L1_STR;Protection Layer;49331;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;1.648;m2;4;6.592;0.388;0.03;4.25;41.819;22.365;6.875;PRS_L1_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L1_STR;Protection Layer;49286;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;2.21;m2;4;8.84;0.52;0.03;4.25;22.529;22.365;6.875;PRS_L1_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L1_STR;Protection Layer;49664;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;2.665;m2;4;10.66;1.3;0.03;2.05;14.657;19.194;3.475;PRS_L1_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L1_STR;Protection Layer;49682;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;2.665;m2;4;10.66;1.3;0.03;2.05;35.343;19.194;3.475;PRS_L1_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L1_STR;Protection Layer;49691;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;2.665;m2;4;10.66;1.3;0.03;2.05;35.343;22.365;3.475;PRS_L1_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L1_STR;Protection Layer;49718;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;2.665;m2;4;10.66;1.3;0.03;2.05;14.657;22.365;3.475;PRS_L1_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L1_STR;Protection Layer;49673;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;3.075;m2;4;12.3;1.5;0.03;2.05;23.539;18.368;3.475;PRS_L1_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L1_STR;Protection Layer;49709;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;3.075;m2;4;12.3;1.5;0.03;2.05;23.539;22.365;3.475;PRS_L1_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L1_STR;Protection Layer;49700;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;3.28;m2;4;13.12;1.6;0.03;2.05;37.185;15.68;3.475;PRS_L1_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L1_STR;Protection Layer;49655;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;4.1;m2;4;16.4;2;0.03;2.05;12.815;15.88;3.475;PRS_L1_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L1_STR;Protection Layer;49205;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;4.334;m2;4;17.336;1.02;0.03;4.25;15.817;19.193;6.875;PRS_L1_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L1_STR;Protection Layer;49385;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;4.334;m2;4;17.336;1.02;0.03;4.25;34.183;19.193;6.875;PRS_L1_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L1_STR;Protection Layer;49295;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;5.053;m2;4;20.212;1.226;0.03;4.25;24.902;22.365;6.875;PRS_L1_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L1_STR;Protection Layer;49214;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;5.064;m2;4;20.256;1.192;0.03;4.25;13.411;19.194;6.875;PRS_L1_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L1_STR;Protection Layer;49376;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;5.064;m2;4;20.256;1.192;0.03;4.25;36.589;19.194;6.875;PRS_L1_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L1_STR;Protection Layer;49394;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;8.245;m2;4;32.98;2.016;0.03;4.25;33.674;20.202;6.875;PRS_L1_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L1_STR;Protection Layer;49169;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;9.038;m2;4;36.152;2.158;0.03;4.25;16.386;22.365;6.875;PRS_L1_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L1_STR;Protection Layer;49313;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;9.038;m2;4;36.152;2.158;0.03;4.25;33.614;22.365;6.875;PRS_L1_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L1_STR;Protection Layer;49223;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;9.832;m2;4;39.328;2.314;0.03;4.25;12.815;18.037;6.875;PRS_L1_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L1_STR;Protection Layer;49367;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;11.532;m2;4;46.128;2.714;0.03;4.25;37.185;17.837;6.875;PRS_L1_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L1_STR;Protection Layer;49250;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;11.752;m2;4;47.008;2.842;0.03;4.25;25.515;19.789;6.875;PRS_L1_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L1_STR;Protection Layer;49259;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;13.69;m2;4;54.76;3.246;0.03;4.25;23.892;18.368;6.875;PRS_L1_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L1_STR;Protection Layer;49268;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;15.49;m2;4;61.96;3.682;0.03;4.25;22.269;20.209;6.875;PRS_L1_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L1_STR;Protection Layer;49349;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;19.754;m2;4;79.016;4.673;0.03;4.25;39.661;14.515;6.875;PRS_L1_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L1_STR;Protection Layer;49241;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;20.359;m2;4;81.436;4.815;0.03;4.25;10.408;14.515;6.875;PRS_L1_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L1_STR;Protection Layer;49322;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;23.32;m2;4;93.28;5.512;0.03;4.25;38.749;22.365;6.875;PRS_L1_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L1_STR;Protection Layer;49160;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;25.435;m2;4;101.74;6.022;0.03;4.25;10.996;22.365;6.875;PRS_L1_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L0_STR;Protection Layer;52142;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;0.276;m2;4;1.104;0.065;0.03;4.25;17.466;22.017;2.375;PRS_L0_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L0_STR;Protection Layer;50184;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;0.492;m2;4;1.968;0.125;0.03;4.25;42.014;22.303;2.375;PRS_L0_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L0_STR;Protection Layer;52128;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;0.492;m2;4;1.968;0.125;0.03;4.25;7.984;22.303;2.375;PRS_L0_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L0_STR;Protection Layer;50157;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;0.582;m2;4;2.328;0.155;0.03;4.25;32.535;22.288;2.375;PRS_L0_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L0_STR;Protection Layer;50247;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;0.582;m2;4;2.328;0.155;0.03;4.25;25.515;22.288;2.375;PRS_L0_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L0_STR;Protection Layer;50301;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;0.596;m2;4;2.384;0.155;0.03;4.25;16.327;19.271;2.375;PRS_L0_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L0_STR;Protection Layer;50283;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;0.862;m2;4;3.448;0.225;0.03;4.25;17.465;22.253;2.375;PRS_L0_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L0_STR;Protection Layer;50112;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;1.446;m2;4;5.784;0.365;0.03;4.25;37.185;14.697;2.375;PRS_L0_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L0_STR;Protection Layer;50337;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;1.446;m2;4;5.784;0.365;0.03;4.25;12.815;14.697;2.375;PRS_L0_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L0_STR;Protection Layer;50292;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;1.45;m2;4;5.8;0.344;0.03;4.25;17.293;21.985;2.375;PRS_L0_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L0_STR;Protection Layer;50211;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;2.21;m2;4;8.84;0.52;0.03;4.25;22.529;18.368;2.375;PRS_L0_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L0_STR;Protection Layer;50229;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;2.21;m2;4;8.84;0.52;0.03;4.25;22.529;22.365;2.375;PRS_L0_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L0_STR;Protection Layer;50139;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;4.334;m2;4;17.336;1.02;0.03;4.25;34.183;19.193;2.375;PRS_L0_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L0_STR;Protection Layer;50310;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;4.334;m2;4;17.336;1.02;0.03;4.25;15.817;19.193;2.375;PRS_L0_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L0_STR;Protection Layer;50238;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;5.053;m2;4;20.212;1.226;0.03;4.25;24.902;22.365;2.375;PRS_L0_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L0_STR;Protection Layer;50130;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;5.064;m2;4;20.256;1.192;0.03;4.25;36.589;19.194;2.375;PRS_L0_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L0_STR;Protection Layer;50319;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;5.064;m2;4;20.256;1.192;0.03;4.25;13.411;19.194;2.375;PRS_L0_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L0_STR;Protection Layer;50202;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;5.105;m2;4;20.42;1.226;0.03;4.25;24.902;18.368;2.375;PRS_L0_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L0_STR;Protection Layer;50148;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;8.245;m2;4;32.98;2.016;0.03;4.25;33.674;20.202;2.375;PRS_L0_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L0_STR;Protection Layer;50166;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;9.038;m2;4;36.152;2.158;0.03;4.25;33.614;22.365;2.375;PRS_L0_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L0_STR;Protection Layer;50274;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;9.038;m2;4;36.152;2.158;0.03;4.25;16.386;22.365;2.375;PRS_L0_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L0_STR;Protection Layer;50328;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;9.832;m2;4;39.328;2.314;0.03;4.25;12.815;18.037;2.375;PRS_L0_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L0_STR;Protection Layer;50121;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;11.532;m2;4;46.128;2.714;0.03;4.25;37.185;17.837;2.375;PRS_L0_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L0_STR;Protection Layer;49062;ProtectionWork;DOW 3cm;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;11.558;m2;4;46.232;;;;29.594;20.314;-0.015;PRS_L0_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
PRS_L0_STR;Protection Layer;50193;ProtectionWork;DOW 3cm LF;Protection Layers;Polystyrene Insulation(DOW) 3cm;Polystyrene Insulation(DOW) 3cm;11.752;m2;4;47.008;2.842;0.03;4.25;25.515;19.789;2.375;PRS_L0_STR_ProtectionLayer_PolystyreneInsulation(DOW)3cm
